[0:00:18] yayakoxx: おはようござます
[0:53:29] ねめちゃ: ディレクションによるポジショントーク
[0:53:30] pokpokpink: 虐めたい側からしたらね
[0:53:30] おさとも: 揚げ足厨きちゃったか
[0:53:30] たる侍: 持論展開すると燃えるのほんま
[0:53:31] ketete2: 揚げ足のサンジ、言葉狩りのゾロ
[0:53:32] z1coh: どうでもよくて草
[0:53:32] だいもん_: 揚げ足とられちゃった
[0:53:33] アステリオ: というか性加害は裁判中なのでは？
[0:53:36] naosan__: 間違ったことは言ってないんだよな
[0:53:36] おちゃらけ魔人: それはそうって思ったけどな
[0:53:37] morimori03020320: 普通の意見やん、そんな燃える話か？
[0:53:38] はまオジ: またお気持ち勢の華しか
[0:53:40] subaru_bf: たったこれだけで？心せまないか？
[0:53:41] すすどり: 極端な人に目を付けられちゃった
[0:53:41] popopoharu: かなしいね
[0:53:41] calamal_bechiato: 世の中変な人多いから
[0:53:41] ツイッチ表示名: 今の時代、社会の多数派と違う意見言うの勇気いるよね
[0:53:43] ばちわれちゃん: 叩いてるやつもラムが裸で目の前に立ってたらボッキするくせにな
[0:53:43] haccix: 小ライスが性格悪くね？
[0:53:43] エドニャン: かわいそう
[0:53:43] petbottle429: かわいそうなだけだった
[0:53:44] yokochy: その手の詭弁なんか名前あったよな
[0:53:44] junwa64: そこまで変ではないのに
[0:53:44] aruchang: 燃えるだいたいの理由って日本語もろくにできないアホのせい
[0:53:44] オレンジ野郎: これチョキチョキした人が悪い
[0:53:46] リンク1004: どんまいとしか言いようがない
[0:53:47] shishimai43: 視野狭い
[0:53:48] ma_oy: 論点違いがキツい💦
[0:53:49] Nemu1010: まぁ何言っても文句言われる
[0:53:51] mci_foden: ---ｷﾘﾄﾘ---
[0:53:53] はまオジ: わぁ・・・
[0:53:53] g13haze_nori420: 境界性知能やね
[0:53:54] usagigabyte: 言葉狩りすぎぃ
[0:53:54] 仲根にど: みんなが家族のことに触れないから気になりましたってだけのこと
[0:53:55] けつこ: けつこ subscribed at Tier 1. 
[0:53:56] kuria0712: w
[0:53:56] 高めのサバ缶: Twitterやってると「日本語が読めるだけ」の人を見れて凄い
[0:53:56] 8818papaiya: 今の時代1から100まで言わないと分からない人がたくさんいる
[0:53:56] ShanaKamishiro: ひろゆきでそだっちゃったタイプ
[0:53:57] たる侍: メンヘラぁ！
[0:53:57] rei0240: 揚げ足とってないでスポーツをしろ
[0:53:57] dearnaturac: ひろゆきのいう「頭の悪い人たち」ですね
[0:53:57] 仙ニーン: 病人の人が反応したのか、かわいそうやな
[0:53:57] haluaoi: 最近あんな髪型なんや
[0:53:57] だいもん_: メンヘラなのか
[0:53:58] blackoil4: 世知辛過ぎる……
[0:53:58] 2期: ネトウヨ的には巨乳でモデルの時点で叩いていい対象らしい
[0:53:59] たくあん01: マジレスするやつもいます
[0:54:04] sssiiioooooo: RaMuは乳デカイから許そう
[0:54:05] kibidango551: 言っちゃえば性加害問題も本人たちの問題だから‥‥
[0:54:11] 狸狐: 病気の人が世の中にはいっぱいいるんでね
[0:54:13] morimori03020320: 曲解が凄まじい人もいるんやなぁ
[0:54:15] mumr4: あの髪型はやめてほしい
[0:54:16] scarlet292s: まあ性加害ってやられたって言ったらやられたことになるから水掛け論って思ったんだろうな
[0:54:21] ろこもこ_6554: 栄養頭じゃなくて乳に行ってるんじゃない
[0:54:23] リンク1004: せやね
[0:54:24] だいもん_: けんきも発言残しとく？
[0:54:26] ketete2: うはうはやね
[0:54:27] エドニャン: だろうなあ
[0:54:27] usagigabyte: そうした方がいい
[0:54:28] おさとも: せやね
[0:54:29] Kikka113: 資金力がちげーや
[0:54:31] 仲根にど: ていうか加藤純一界隈なの？RaMuちゃんって
[0:54:31] subaru_bf: そだね
[0:54:32] オレンジ野郎: 言葉をそのまま飲み込む人多いからネ仕方ないネ
[0:54:33] 第2ボタン: 120万！
[0:54:33] megnag86: 燃やしてる奴らが捕まるだけか
[0:54:34] usagigabyte: けんきもしとく？
[0:54:34] kibidango551: お金もらえるからワースか‥‥
[0:54:36] なのつん: 訴訟で一儲け
[0:54:36] pokpokpink: 間引かないとね
[0:54:36] aruchang: ホリエモンとかが接続詞とかよく理解してない人達が燃やしてる
[0:54:38] 昆布畑: 前例あると簡単よな
[0:54:38] matrix_025: 大型スパチャ
[0:54:42] 2期: 一線超えたツイートマジ多いんだよなアレ系
[0:54:42] haccix: 便乗して衛門がえぐい誹謗中傷してた
[0:54:43] yokochy: なんかいろいろ激化して学歴批判とか人格批判とかやりはじめてるしな
[0:54:43] sen_sitive: おっぱいでかいから俺らはなんだっていい
[0:54:44] callfield9: そもそも書いてある文章理解できるの3分の1らしいし
[0:54:49] オレンジ野郎: イロマスか
[0:54:55] 猫又雅: いーろん
[0:54:55] ゴリラファイト: らむが配信で言ってたけど、収録時は12月で全然情報出てなかったから性加害に触れたくなかったから不倫にフォーカスしたら言葉足らずで炎上しただよ BloodTrail
[0:54:59] syuimee: イーロンさん薬物で叩かれてるね
[0:54:59] Kikka113: www
[0:54:59] エドニャン: 草
[0:55:00] haluaoi: イーロンのせいか
[0:55:01] usagigabyte: あほすぎ
[0:55:01] すすどり: ｗｗｗ
[0:55:01] 高めのサバ缶: 草
[0:55:01] kibidango551: それはあほ
[0:55:01] たる侍: 草
[0:55:02] pokpokpink: 部署もか
[0:55:03] オレンジ野郎: www
[0:55:04] morimori03020320: 草
[0:55:04] 狸狐: wwww
[0:55:04] nyo_tio: ｗ
[0:55:05] リンク1004: なんやって
[0:55:06] 猫又雅: 草
[0:55:07] ShanaKamishiro: いいじゃん
[0:55:08] scarlet292s: 笑笑笑笑笑笑
[0:55:09] 昆布畑: ただの無能ムーブやん
[0:55:09] 仙ニーン: マジかよwwww
[0:55:11] アステリオ: 人も減ったり開示請求は増えるし
[0:55:11] dearnaturac: TwitterことXのインプレゾンビ、あんま減ってなくね？
[0:55:12] yokochy: イーロンもう辞めてくれ
[0:55:14] calamal_bechiato: ま、まあ、減らさないと存続できなかったし
[0:55:14] オレンジ野郎: イロマス戦犯で草
[0:55:14] mci_foden: てへ
[0:55:15] ASATO_11: 終わってる
[0:55:16] ぺぷすぃ: 最近X日本支社の求人広告めちゃくちゃ出るようになったな
[0:55:16] scarlet292s: イーロン無能で草
[0:55:16] kuma_house: 無能説
[0:55:17] morimori03020320: イーロンくんさぁ
[0:55:19] 高めのサバ缶: 正直今のTwitterは終わりだけど別のところがないんだもんな
[0:55:20] subaru_bf: イーロンなんか役に立ったの？
[0:55:20] fumoti23: 減らしちゃダメだったじゃん
[0:55:20] ma_oy: Xも大変なのね
[0:55:21] ketete2: よわむしとうかのやつ知ってる？
[0:55:23] むっころ_: 無能
[0:55:23] yu_niki: 働いてないヤツ解雇ナイスとか言ってた裏で普通にインフルエンサー目線の有能も消えました
[0:55:24] 焼きプリンタルト超: でも遊んでばかりのやつとか思想やばい奴もレイオフされてたしね
[0:55:24] たくあん01: 外資系はそうなるのか
[0:55:26] atari141: じゃ無理だな
[0:55:26] エドニャン: ゾンビまじで多いよなあ
[0:55:29] usagigabyte: イーロンて経営者向いてないよね
[0:55:30] ツイッチ表示名: マスクはみんな好き勝手言える世の中の方を寧ろ望んでるから
[0:55:32] scarlet292s: ちょっとやってみたかったけど上手くいかなかっただけになってるんよな笑
[0:55:32] nyo_tio: イーロンを総理大臣にしようとか言ってた人達どこ
[0:55:34] ろこもこ_6554: ムーノウマスク
[0:55:34] 高めのサバ缶: あ
[0:55:35] 第2ボタン: あ
[0:55:35] ketete2: www
[0:55:35] 8818papaiya: やっぱイーロンで金持ってるだけのお馬鹿さんなのでは？
[0:55:35] yu_niki: あ
[0:55:35] petbottle429: うおおおお
[0:55:36] blackoil4: イーロンは宇宙だけに行っとけ
[0:55:37] くまる335: ん？
[0:55:37] usagigabyte: あ
[0:55:37] aruchang: 戻ってこいよジャックドーシー
[0:55:38] おさとも: あ
[0:55:38] オレンジ野郎: あ
[0:55:39] kibidango551: けんきのばーか
[0:55:39] アステリオ: あ
[0:55:39] sametaro: あ
[0:55:39] はまオジ: そもそもしないてｗ
[0:55:39] syuimee: え
[0:55:40] yokochy: やったあああああああああああああ
[0:55:40] afunya: そこに金は発生しないしな企業としては無駄金
[0:55:40] 第2ボタン: 扇動！？
[0:55:40] エドニャン: おっと
[0:55:41] roval789: やり得
[0:55:41] scarlet292s: 、
[0:55:41] カツカツ丼: なら攻めどきか
[0:55:41] metal_sasami: うおおおおおおお
[0:55:41] しろらいむ: 煽ったね
[0:55:41] 仙ニーン: 逆にな
[0:55:42] Kikka113: 乗るしかない
[0:55:44] rlaqo: コタかわいい
[0:55:45] ザリガーノ: 開示請求の対応しても金になんないもんな
[0:55:46] herumann: 誹謗中傷しまくるぞおおおおお
[0:55:46] 仲根にど: イーロン車にだけ注力してたら偉人扱いなのに
[0:55:47] みわ5: kenkiHage kenkiHage kenkiHage
[0:55:47] pokpokpink: 後で回収されるって
[0:55:47] subaru_bf: 証拠抑え放題だね
[0:55:49] anti0124: ラストダンス
[0:55:50] hassy193: ゴミみたいなアドバイスやめろw
[0:55:50] usagigabyte: うおおおおおおおおお
[0:55:51] すすどり: いいこと聞いた
[0:55:52] ASATO_11: なんでそうなるw
[0:55:52] ketete2: wwwwwww
[0:55:52] yokochy: 遅いだけね
[0:55:53] たる侍: 得してねぇｗｗ
[0:55:53] megnag86: 延命なだけwwww
[0:55:54] takahashi_png: う〜ん
[0:55:55] roroara: 関係ない話だけどイーロン・マスク似のモデルがいてびっくりした。
[0:55:55] はまオジ: 結局訴えられてて草
[0:55:55] hibari_1104: wwwwww
[0:55:55] Kikka113: 自由時間長いぜ
[0:55:56] オレンジ野郎: わかったけんきの誹謗中傷捨て垢でしてくる
[0:55:56] mokkun_orcs: こんけんき。お前天才かよ
[0:55:57] ツイッチ表示名: イーロンは金儲けの点では天才経営者だよ
[0:55:57] ma_oy: 訴えられるのかいw
[0:55:58] ポパピペポ: 治安悪くて草
[0:55:59] シーーズ: 変わんねぇじゃんw
[0:55:59] ノサンキュ山田: 結局うったえられます
[0:56:00] 昆布畑: 遅効性の毒なんや
[0:56:00] Kamu001002: 教唆やめて
[0:56:00] junwa64: だめじゃんwww
[0:56:00] 闘劇のアルベルト: お得か？
[0:56:00] 猫又雅: 得とは
[0:56:00] dearnaturac: 得 とは？
[0:56:02] なのつん: kenkiMimidare kenkiMimidare kenkiMimidare
[0:56:02] エドニャン: ただの執行猶予じゃねえかｗｗｗ
[0:56:02] usagigabyte: お得だぁ
[0:56:02] MOSUtati: 長いロスタイムが発生
[0:56:02] blackoil4: 実質無料！？！？！？！？
[0:56:02] カツカツ丼: ラッキーやな
[0:56:03] z1coh: 教えてくれてありがとう
[0:56:03] mci_foden: 耳より情報や！
[0:56:03] だいもん_: 3ヶ月も猶予が着くの！？
[0:56:04] konishiyukinaga1558: 経営者っていうか起業家ってかんじよな
[0:56:04] 高めのサバ缶: 詰みは詰みではある
[0:56:05] calamal_bechiato: イーロンはとんでもなく有能だぞ、ツイッター以外は
[0:56:05] scarlet292s: 延命措置で草
[0:56:07] naosan__: 笹食ってる場合じゃねえ！
[0:56:08] haluaoi: 2ヶ月長くディスれるw
[0:56:08] 仲根にど: でも、お高いんでしょう？
[0:56:08] ketete2: お得やな
[0:56:08] kibidango551: みけねこ聞いてるか？
[0:56:10] morimori03020320: タイムラグがあるだけですと
[0:56:11] sametaro: 余命宣告
[0:56:11] yu_niki: ちなみにこれが本当なのかもわからない
[0:56:11] ぞうくまいくお: なるほどお得ですねってなんでやねん
[0:56:12] ほりくさん: その間に逃げればいいか
[0:56:12] みこ柴: 期間伸びるだけなんだよなあ
[0:56:12] syuimee: けんき好き嫌いドットコムの話？
[0:56:13] ASATO_11: 得とは
[0:56:16] narnaru: こたかわいいのつけてるね
[0:56:17] モンテ一口: 余命1ヶ月の民なら行けるか
[0:56:17] リンク1004: 結局訴えられるやんけ
[0:56:18] metal_sasami: みけねこならなぁ
[0:56:19] chachaduke: 誹謗中傷するなら今！
[0:56:22] はまオジ: やめべｗ
[0:56:22] mokkun_orcs: おっしゃみけねこに誹謗中傷や
[0:56:23] dunas1833: 怯える期間が伸びそう
[0:56:23] おさとも: あ
[0:56:23] 2期: みけねこはそれで今なのか
[0:56:26] オレンジ野郎: あ
[0:56:27] カツカツ丼: あ
[0:56:27] のっと__: フリー執行猶予
[0:56:28] haccix: 夏頃に封筒が届く
[0:56:28] ketete2: あれ終わってるww
[0:56:30] オレンジ野郎: み、け
[0:56:31] ツイッチ表示名: 誹謗中傷といえばみけねこ
[0:56:34] リンク1004: あ
[0:56:35] ma_oy: 情報開示もう少し安くならんかな
[0:56:36] usagigabyte: みけねこは笑えないからやめてね
[0:56:36] dearnaturac: パルワールドの会社を誹謗中傷してる奴等ヤバそう
[0:56:37] pokpokpink: 対応すんの？
[0:56:40] 8818papaiya: 好き嫌いなんか何もしてないだろ
[0:56:41] 昆布畑: あそこは治外法権
[0:56:43] にゃはん212: 好き嫌いドットコムは嫌いな奴しか来ないと思ってる
[0:56:45] hassy193: あいつは笑えないよ
[0:56:47] たる侍: あそこ訴えれたら地獄になりそう
[0:56:50] tyyytws: おいガチモンの名前出すな
[0:56:51] mci_foden: けんきさんは今何位なんだろ
[0:56:53] ASATO_11: あれ恐ろしい
[0:56:53] usagigabyte: おぉー
[0:56:53] scarlet292s: みけねこ地獄絵図
[0:56:54] はまオジ: 草
[0:56:54] オレンジ野郎: やね
[0:56:55] syuimee: あー
[0:56:55] ketete2: 撮られてた
[0:56:55] sssiiioooooo: まじかよ
[0:56:55] すすどり: やば
[0:56:55] yokochy: 好き嫌いドットコム、そういう層訴えたら誰も使わなくなるよ
[0:56:56] 昆布畑: へー
[0:56:58] ゴリラファイト: 特級呪物の話やめてね BloodTrail
[0:56:58] sniper11834: ひええ
[0:56:59] ぺんニキ: えっぐ
[0:56:59] basho2022: ひゅー
[0:56:59] morimori03020320: そんないったのか
[0:57:00] みこ柴: 顔写真だっけ？
[0:57:00] エドニャン: 結局やりすぎたらフォーカスあてられるから結果は変わらないと思うなあ
[0:57:01] 高めのサバ缶: えっぐい
[0:57:02] 2期: みけねこ、もう四捨五入で40歳
[0:57:02] 昆布畑: スパチャ嬉しいねー
[0:57:03] scarlet292s: えぐ
[0:57:05] dearnaturac: え？200～300万取られたの？うああ・・
[0:57:07] petbottle429: 好き嫌い埋蔵金
[0:57:07] kibidango551: にじさんじは担当の弁護士いるからぽんぽんできるよ～
[0:57:10] のむのむの: けんきもにじさんじ入ったら守ってもらえるw
[0:57:13] blackoil4: 高額スパチャ
[0:57:13] ろこもこ_6554: みけねこいくらになるか賭けようぜ
[0:57:14] だいもん_: 嫌いな奴なんて見たくもないのによく悪口書こうとするね
[0:57:15] ゆうちぇろ: けんきも困ったら討ったえよう
[0:57:16] scarlet292s: にじさんじは強いな
[0:57:18] 仙ニーン: ちーちゃんの時より値段上がってるよ
[0:57:19] ShanaKamishiro: 絶賛やってそう
[0:57:20] subaru_bf: 家族にバラすぞで効きそうだよね
[0:57:22] syuimee: 前例できたもんね
[0:57:23] yu_niki: パルワールドも絶対情報開示スフィア200個ぐらい精製して投げてくるよ
[0:57:25] ketete2: けんき何位？
[0:57:25] ツイッチ表示名: みけねこ、金取られてもノーダメなくらい稼いでそう
[0:57:25] usagigabyte: 法改正されて開示請求簡単になったんだよね
[0:57:27] calamal_bechiato: 判例ができましたと
[0:57:27] 第2ボタン: 焦ってるやついるんじゃないかぁ！？
[0:57:29] haluaoi: これからラッシュくるか
[0:57:30] bu_death: こーれ匂わせです
[0:57:30] みこ柴: 時間かかるだけなんだろね
[0:57:31] まぐろさん_: けんきも金に困ったらやろう
[0:57:31] ma_oy: 顧問弁護士が有能ならやってるね
[0:57:33] オレンジ野郎: 好き嫌い.comだと悪口書く場所だしな
[0:57:33] morimori03020320: 殲滅
[0:57:37] aruchang: 今から配信者目指して誹謗中傷で稼ぐのありなのでは！(ﾒｲｽｲﾘ！)
[0:57:38] 仲根にど: みけねこのおかげでまあまあな解雇された夜空メルの話全然聞かなくなった
[0:57:38] scarlet292s: これ治安戻るかな
[0:57:41] 高めのサバ缶: 可哀想に「言葉代」がかかるんですね
[0:57:41] rei0240: どんどんしたほうがいい
[0:57:43] megnag86: 示談しなきゃ安くなるのにねぇ……？
[0:57:44] みこ柴: ｗｗｗ
[0:57:45] おさとも: ｗｗｗｗ
[0:57:46] ketete2: w
[0:57:49] オレンジ野郎: www
[0:57:49] たくあん01: 判例あるのでかい
[0:57:49] すすどり: そうなんだｗｗ
[0:57:50] morimori03020320: トラップやん
[0:57:50] 昆布畑: ATMになってるw
[0:57:51] syuimee: あれって訴えられるの？
[0:57:51] junwa64: いい稼ぎ場になってる
[0:57:54] qAKp7: 詳しいね
[0:57:54] ころねん_: 調査とか開示にかかった金と賠償金とかね
[0:57:57] ma_oy: それも残るしね
[0:57:58] yokochy: 言葉に責任持てってことか
[0:57:58] Kikka113: こーれわざとです
[0:57:59] みこ柴: 一生残るからおわりやんｗｗ
[0:58:00] takahashi_png: 書き込むが悪いしまあ
[0:58:08] はまオジ: 自分の発言には責任持ちましょうってことやね
[0:58:09] usagigabyte: 書き込む方が悪い
[0:58:10] ノサンキュ山田: 基本的にログ全のこしの義務あるんじゃね
[0:58:12] ketete2: wwwwww
[0:58:14] yokochy: ほぼ名指しｗｗｗｗｗｗ
[0:58:16] subaru_bf: 誹謗中傷ホイホイってことか
[0:58:16] pokpokpink: あー
[0:58:16] syuimee: あ
[0:58:17] Kikka113: ほな好き嫌いドットコムかぁ
[0:58:18] エドニャン: いかれてらあ
[0:58:18] haluaoi: 誹謗中傷でどれくらい配信者は儲かる？
[0:58:18] morimori03020320: あ
[0:58:18] kibidango551: 好き嫌い.comやな
[0:58:19] だいもん_: あらら
[0:58:20] 猫又雅: もうほぼ名指しなんよ
[0:58:20] unamu3: あーー
[0:58:21] ころねん_: ｗｗｗｗｗｗｗｗ
[0:58:21] basho2022: ほぼ特定で草
[0:58:22] ketete2: 一個しかない
[0:58:23] オレンジ野郎: ほぼ好き嫌いやんwww
[0:58:23] ぺんニキ: あ
[0:58:23] usagigabyte: ガールズちゃんねるやぞ
[0:58:23] 仙ニーン: wwww
[0:58:25] mci_foden: なんのことやろなぁ
[0:58:25] takahashi_png: 草
[0:58:25] scarlet292s: 笑笑笑笑笑笑笑笑笑笑
[0:58:29] ma_oy: ほな好き嫌いか
[0:58:29] みこ柴: 名前言っちゃいけないんかなｗｗ
[0:58:30] ketete2: アキネーターじゃなくてもわかる
[0:58:30] yu_niki: ガルちゃか好き嫌いやね
[0:58:30] xkuroz96: 裁判って数十年かかるって聞いた事あるけど、どうなんですかね
[0:58:30] scarlet292s: もうそれのそれで草
[0:58:30] ツイッチ表示名: 誹謗中傷対策でにじさんじにけんきが入ったら笑う
[0:58:31] mokkun_orcs: でもおかんが言うにはなぁ？
[0:58:33] アステリオ: ちょっとよく分かんないですね
[0:58:34] ららへる: 悪口書き込んですっきりするもんなんですかね？本当にわからない
[0:58:36] non_nothing9: でもようわからへんねんあ
[0:58:40] dearnaturac: 衛門が何人も捕まりそうで楽しみ
[0:58:41] blackoil4: 爆笑していけ
[0:58:43] sen_sitive: もはやそんなサイトがあるのが問題になりそうだなぁ
[0:58:44] 狸狐: がるちゃもあんな確かに
[0:58:44] subaru_bf: 摂取されてることに気づいてない
[0:58:47] pokpokpink: 言うと逆にね
[0:58:48] アルコール中毒者: 嫌いなら見んでええやんな
[0:58:48] usagigabyte: ガールズちゃんねるかもしれない
[0:58:50] 仙ニーン: 固有名詞はちょっとね
[0:58:53] 仲根にど: ほんまゲスいサイトやな
[0:58:56] fumoti23: どんどん広まってほしい
[0:58:59] ketete2: たか
[0:58:59] アステリオ: 悪口言ってエコーチェンバーするのが気持ちいいんやろな
[0:59:00] いいね_ボット: けんきの好き嫌いドットコム見てみようぜ
[0:59:01] はまオジ: つーか好き嫌い.comって広告とかで儲けてるんか？なんのメリットあるんや
[0:59:03] ma_oy: 特定される文言もアウトらしいね
[0:59:03] ツイッチ表示名: 暗黒の好き嫌い.comで、好きの方が多いりりむ凄い
[0:59:03] リンク1004: 今けんきの好き嫌い見てたら｢父ノ背中辞めて人の背中追いかけるのか｣ってコメント見て笑ってしまった
[0:59:04] 高めのサバ缶: 嫌いな人にイライラぶつけて金も取られるの草
[0:59:04] subaru_bf: でかいよ
[0:59:04] 猫又雅: 200万はでけぇよ
[0:59:07] だいもん_: 悪口言ってお金払うってすげえな
[0:59:08] オレンジ野郎: けんきの好き嫌い偶にみるけどおもろい
[0:59:08] scarlet292s: ちょろっと…？
[0:59:09] naosan__: 民事だしね
[0:59:10] ピーチジュース: 最近訴える話多いね近々だれかやる伏線？
[0:59:10] kibidango551: けんきからしたら200万円ははした金だもんね
[0:59:11] カツカツ丼: お金ある人はやり放題か
[0:59:14] ketete2: 1人あたりだもんな
[0:59:14] yokochy: 学生だと詰むぞ
[0:59:18] ポパピペポ: ほなセーフか
[0:59:18] scarlet292s: 口座ストップはアウトで草
[0:59:19] morimori03020320: ほなセーフかぁ
[0:59:19] Kikka113: 踏み倒すぞ踏み倒すぞ踏み倒すぞ
[0:59:20] nyo_tio: こたかわいい
[0:59:21] みこ柴: 親が払う人多そう
[0:59:23] haluaoi: 払えないヤツは無敵か
[0:59:26] yu_niki: 学生は親に頼むだけだからセーフ
[0:59:27] shishimai43: とりあえず破産するだけ
[0:59:27] リンク1004: おもっくそOUTやんけ
[0:59:28] ポタジェ3世: にょっす
[0:59:31] ノサンキュ山田: カード作れなくなる
[0:59:31] non_nothing9: 命は取られへん
[0:59:33] 高めのサバ缶: あ
[0:59:34] yokochy: あ
[0:59:35] 仙ニーン: 未成年者は終わりw
[0:59:35] おさとも: あ
[0:59:37] nyo_tio: あ
[0:59:38] yu_niki: ひ
[0:59:39] はまオジ: ひ、ろ・・・
[0:59:39] ketete2: あ
[0:59:40] おさとも: ぴろゆき
[0:59:40] megnag86: www
[0:59:41] 8818papaiya: ひ、ろゆき
[0:59:41] subaru_bf: ひ、ろゆき
[0:59:41] scarlet292s: 悪口が有料化しただけか
[0:59:41] 高めのサバ缶: そしてGoogleマップに載ろう
[0:59:41] 焼きプリンタルト超: ワイン飲める人
[0:59:41] アルコール中毒者: みけねこスパチャめっちゃされてるから無敵
[0:59:42] usagigabyte: ひ、ろ
[0:59:42] えびびびび: ひ
[0:59:42] dunas1833: ひ
[0:59:43] morimori03020320: あ
[0:59:43] Kikka113: 終わりです
[0:59:44] anti0124: ピュータン
[0:59:44] ぺんニキ: ひ
[0:59:46] アステリオ: すっげえなあ世の中
[0:59:47] yu8kunn: ひ
[0:59:47] ばちわれちゃん: 1けんきくらいかあ
[0:59:48] scarlet292s: ひろ、
[0:59:49] arakai__: 父背のビーサンはオワコンになって今普通の仕事してるって本当ですか？
[0:59:52] ツイッチ表示名: ひろゆき、踏み倒したことほぼ許されてるよね
[0:59:52] ららへる: データなんかねえ
[0:59:55] オレンジ野郎: けんきの好き嫌い偶に覗くけどおもろいよね
[0:59:55] みこ柴: ガ、ーシー
[0:59:56] リンク1004: もしくはゴーンするか
[0:59:57] xkuroz96: それと封筒がすごいぐらいに来ますねｗ
[1:00:00] nyo_tio: でもそいつのせいで簡単に逃げられなくなったんだよな
[1:00:04] はまオジ: それって貴方の述べる事実ですよね
[1:00:09] syuimee: 好き嫌いドットコムめっちゃ対応されてて草https://monolith.law/reputation/suki-kira-specific
[1:00:15] mokkun_orcs: もう面倒くさいから誹謗中傷で捕まった奴全員4刑で良くない？
[1:00:17] 2期: おいけんき、梅毒流行ってて怖いゾ
[1:00:17] ketete2: はるなw
[1:00:22] yu_niki: あの人は好き嫌いドットコム以前に燃えすぎて塵になっちゃった
[1:00:27] scarlet292s: はるな
[1:00:27] unamu3: ビーさんは確かEスポーツ学校の講師しているはず
[1:00:30] yokochy: そうなんだ
[1:00:31] ketete2: そうなん？
[1:00:33] 仙ニーン: 勝ったよ
[1:00:36] megnag86: 論破しちまったの？
[1:00:36] pokpokpink: おーん？
[1:00:39] はまオジ: 勝訴なんか
[1:00:40] morimori03020320: まじか
[1:00:40] ぞうくまいくお: ひろゆき払ったらしい情報もある
[1:00:41] たる侍: なんか勝ってたな
[1:00:41] ketete2: つよ
[1:00:43] syuimee: そうなんだ
[1:00:45] オレンジ野郎: すげー
[1:00:48] 高めのサバ缶: あいつ法廷でも論破できるのか
[1:00:50] mokkun_orcs: かったんか
[1:00:50] xkuroz96: まさかICPOが出るとは思わなかったね
[1:00:51] qAKp7: 誹謗中傷を全部博之のせいにされたんだっけ？
[1:00:52] おさとも: 裁判所でも論破するんか
[1:00:53] calamal_bechiato: 同時多発裁判には出席できないからね
[1:00:53] syuimee: 海外逃亡言われてたけど
[1:00:54] 8818papaiya: はい勝訴 ぷーくすくす
[1:00:55] 2期: ひろゆきってフランスの鳩の？
[1:00:57] ketete2: あれ負けイベだろ
[1:01:01] はまオジ: やっぱでもそれって貴方の感想ですよねって弁護されるのかな
[1:01:02] ポパピペポ: つよい
[1:01:05] だいもん_: 裁判官に論破したのか
[1:01:06] yokochy: 逆転裁判じゃないんだから
[1:01:06] Kikka113: 自己弁護で勝ってたら強すぎる
[1:01:07] scarlet292s: 自己弁護くさ
[1:01:08] ツイッチ表示名: 野良猫がひろゆきの論破できる機械使ってるよね
[1:01:09] 勘定奉行: 裁判長！それってあなたの感想ですよね？
[1:01:12] anti0124: テッドバンディ
[1:01:13] subaru_bf: それってあなたの訴えですよね
[1:01:17] はまオジ: 異議あり！
[1:01:17] nyo_tio: 自分で弁論したら論理破綻しすぎて勝てる見込みないだろ
[1:01:18] たる侍: 5ちゃんのっとりかなんかが認められたんじゃなかったっけか覚えてないけど
[1:01:22] オレンジ野郎: あいつ法廷でGoogle見ながら論破したのか
[1:01:22] usagigabyte: ひろゆきメーカーかな？
[1:01:22] aruchang: けんきは誹謗中傷でメンタル逝かれた時ある？
[1:01:24] アステリオ: それは違うよ！
[1:01:25] mci_foden: だめだこりゃ
[1:01:30] 2期: なんかカメラ画角広すぎね？
[1:01:33] ツイッチ表示名: ひろゆきメーカー、だっけ？
[1:01:39] 8818papaiya: 論破王はひろゆきではなくひろゆきの弁護士だったのか
[1:01:42] xkuroz96: 年に何回帰国してるんだろう
[1:01:44] kuria0712: ガチ恋距離
[1:01:47] 仲根にど: わぁ
[1:01:47] はまオジ: ？
[1:01:48] nyo_tio: こたにズームして
[1:01:48] syuimee: これ？https://youtu.be/m_EJ3oOTStk?si=hyv06W-lCJyAfoJy
[1:01:50] scarlet292s: わお
[1:01:51] mumr4: ちかぁ
[1:01:53] 仙ニーン: ガチ恋距離頼む🙏
[1:01:57] いいね_ボット: あ
[1:01:58] yokochy: 結構日本来るよねひろゆき
[1:02:00] Kikka113: 元気かな
[1:02:01] オレンジ野郎: あ
[1:02:01] ketete2: 忘れてたわ
[1:02:03] yokochy: あ
[1:02:03] たる侍: あ
[1:02:03] ツイッチ表示名: 文野環が配信でロシア人に対してひろゆきメーカー紹介してたよ
[1:02:04] scarlet292s: ガーシー静かになったな
[1:02:04] だいもん_: 消されちゃったか
[1:02:05] おさとも: あ
[1:02:06] はまオジ: ガーシーは普通に逮捕されてたけどどうなったんだろ
[1:02:07] よっしー1114: 今まで忘れてた
[1:02:08] pokpokpink: コンクリか？
[1:02:09] zababa0324: 飲食店やりたいって言ってたよ
[1:02:09] yokochy: 忘れとこう
[1:02:10] scarlet292s: あっ
[1:02:10] yu_niki: ヤクっす👍😎
[1:02:12] オレンジ野郎: 闇に飲まれたよ
[1:02:13] syuimee: 逮捕されたね
[1:02:13] 勘定奉行: お母さんを狙われて隠れることにしたみたい
[1:02:13] 猫又雅: こわ
[1:02:15] morimori03020320: 消されたか
