[0:00:17] mci_foden: にょっす
[1:49:08] marukei88: こいついつも鬱だな
[1:49:27] 2期: 毎日来てるけどサブスクしない強者
[1:49:33] matu0410: ずんだもんのasmr聞けば治るよ
[1:49:33] びしょーーじょ: うおおおおおおおおお
[1:49:34] asparagusbacon: んーこれは、ストームストライカーやらせるしかないな
[1:49:39] びりびり0810: www
[1:49:42] ぶたすけ: これ無料？
[1:49:43] てーヘん: 俺鬱の時コメすら打つ気力なかった
[1:49:44] takahashi_png: ？
[1:49:46] akt045: ヴァロ要素はどれ？
[1:49:48] 塩辛いカラスミ: 移動出来るファラウルトって強いんやな
[1:49:52] takahashi_png: ふぁっきん無料
[1:49:55] matu0410: これふぁっきん無料？
[1:50:00] nagisa_kaoru123: 鬱はもう少しして暖かくなったら森林浴しろ
[1:50:07] issaigassai: 9割OW
[1:50:07] ぶたすけ: マジかよ、ファッキン無料かよ
[1:50:10] びしょーーじょ: ステージのテクスチャがバロっぽい
[1:50:11] Quroru: 確かに
[1:50:12] shutaruto: lol要素は？
[1:50:12] asparagusbacon: このＯＷはなんと無料
[1:50:24] Quroru: ｗｗｗｗｗｗｗｗ
[1:50:26] てーヘん: 適当で草
[1:50:30] モニョ: もうOWでええやんけ草
[1:50:31] asparagusbacon: けんきからＬＯＬを取り上げろ
[1:50:32] shutaruto: OWやればいいか
[1:50:33] naosan__: つまりOW
[1:50:33] hamburg_like: 実質すべてオーバーウォッチっぽい
[1:50:34] 2期: むむむむ無料のオーバーウォッチだとぉぉぉ！？！？
[1:50:38] hamnett13: 全てはOWに繋がる
[1:50:39] からもこ: 楽しそうやなそのキャラ
[1:50:39] sin_key_law: じゃあOWか
[1:50:40] rxacht88: だいたいTPSのOWってことか
[1:50:41] びしょーーじょ: スキル振り系
[1:50:43] hikarino_ow: OWも無料なのよ
[1:50:47] asparagusbacon: ＯＷも無料だけどな
[1:50:55] matu0410: オーバーウォッチの和訳はイキスギ時計
[1:50:55] hayasakajun: 鬱は自然に行って休め
[1:50:58] akt045: オーバーウォッチより面白そうなんだが
[1:51:00] inarikkk: ハルトがメテオストライクやってくるんかｗ
[1:51:02] Tsutsutsu514: けんき「Valo＝OW＝LOL」
[1:51:07] ダンデり: つよすぎだろｗｗ
[1:51:08] からもこ: ヒット音が気持ちいいな
[1:51:08] neo7010: スマイトだな
[1:51:11] takahashi_png: kenkiGood
[1:51:11] 2期: オーバーをイキスギと訳すな戸田奈津子
[1:51:15] Jamitov0083: サイオンとハルトとドゥームのキメラみたいな奴いるな
[1:51:21] ぶたすけ: これリリースされてまもない感じ？
[1:51:25] asparagusbacon: ヴァロでありＬＯＬでありＯＷ、つまりこれをやれば他のゲームはいらないってわけだ
[1:51:26] ふうすけ100: あてすぎぃ！
[1:51:32] matu0410: まじてただのt3アリーナ
[1:51:33] びりびり0810: これなんか見たことあると思ったらヒロアカの攻撃だ
[1:51:38] 2期: 次のCRカップこれか
[1:51:39] unlucky0314: どうみてもラインハルトな奴がハンマーダウンしてて草
[1:51:45] カトちゃん: つまりSMITEってことね
[1:51:45] てーヘん: おぉ〜
[1:51:50] びしょーーじょ: ナイスじゃナイス
[1:51:50] タカシージャス: タイヨー、メルトン辺りと一緒にやってほしい
[1:51:51] 塩辛いカラスミ: ちゃんと相手ウルトで合わせてくるな
[1:52:05] ダンデり: なぜか１００になってもダメなんだよねこのゲーム
[1:52:15] asparagusbacon: ？？？「メテオストライク」
[1:52:18] てーヘん: このゲームで世界取ろう
[1:52:24] hikarino_ow: ウルトいっちゃいな
[1:52:29] ユメオ: アースシャター準備よし！
[1:52:29] 2期: オメガストライク？
[1:52:29] 失智老人血狼: LUL LUL
[1:52:29] Jamesthemesser: ハルといるじゃん
[1:52:33] ぺんニキ: パワーえぐいな
[1:52:38] chamy007: サイオンみたいなの強いな
[1:53:00] 2期: 今の声なんだ
[1:53:03] びしょーーじょ: ん?
[1:53:05] matu0410: 脳内に語りかけてきた
[1:53:06] やまもろこし: このゲームはやりそう
[1:53:09] てーヘん: まじか
[1:53:11] asparagusbacon: りゅうじんのけんをうわあああああ
[1:53:12] ボン太郎: そんなのあるのかｗ
[1:53:13] からもこ: 終わってる
[1:53:15] Jamesthemesser: 案件
[1:53:16] さすらい777: オマンチ〇コスロッター！！！
[1:53:25] 塩辛いカラスミ: 強制的に降ろされたね
[1:53:26] はまオジ: ウルキャン
[1:53:29] Jamitov0083: 相手のウルトあたってたか
[1:53:29] R_Iryu: ハルトのウルトに突っ込んでいったか？
[1:53:35] hikarino_ow: 人間つええよ…
[1:53:35] エリハ: コイツの太もものベルトいらねえだろ
[1:53:47] asparagusbacon: しめつけられてえろいだろ
[1:53:50] matu0410: は？いるだろ？
[1:53:51] takahashi_png: GG
[1:53:52] ユメオ: このゲームおもろそうだと思う人既にメインでやってるこれみたいな対戦ゲーありそう
[1:53:56] モニョ: 太もものベルトはいるだろ
[1:54:08] Jamesthemesser: vipでFPSならやってそう
[1:54:11] はまオジ: ピピピ
[1:54:13] てーヘん: 相手つええな
[1:54:15] 03てすと: これなら俺はガンエボやりてぇ
[1:54:16] びりびり0810: ぴぴつえー
[1:54:17] gemini00117: ぴぴー！
[1:54:18] 2期: 太もものエロさ舐めてんの？
[1:54:19] ボン太郎: GG
[1:54:21] musashi454: gg
[1:54:22] てーヘん: ぴぴーん
[1:54:24] やまもろこし: これカスタム？
[1:54:26] matu0410: gg
[1:54:30] てーヘん: GG
[1:54:31] 昆布畑: GG
[1:54:34] Jamesthemesser: ピッピ
[1:54:37] 2期: ピピニキgg
[1:54:37] matu0410: おれも太ももにベルトしようかな
[1:54:40] 03てすと: キャラはかわいい
[1:54:42] たおかん05: kenkiGG kenkiGG kenkiGG
[1:54:44] konishiyukinaga1558: これ飼い主か
[1:54:44] gemini00117: GG
[1:54:47] asparagusbacon: ひん
[1:54:50] 昆布畑: 萎えちゃった...
[1:54:51] unlucky0314: だいたいOW
[1:54:52] 2期: ひん
[1:54:52] オ〇ンポス: おつけんき
[1:54:54] Jamesthemesser: 終了
[1:54:54] 蕎麦つゆ: またやろね
[1:54:54] らあすと: 楽しかった
[1:54:57] びしょーーじょ: 容量1GBまじ?
[1:54:58] はまオジ: 軽量版OWだった
[1:54:58] ぶたすけ: もう終わり
[1:54:59] モニョ: かっる
[1:54:59] てーヘん: さて、と
[1:55:01] gemini00117: おつです
[1:55:02] ユメオ: なんとかして流行らせよう
[1:55:02] shey1918: kenkiGG kenkiGG
[1:55:03] やまもろこし: おつかれ
[1:55:03] 塩辛いカラスミ: 普通に良かったな
[1:55:04] kinomoci: おつ
[1:55:04] matu0410: 明日はもっと楽しくなるよね
[1:55:04] びりびり0810: よかったね
[1:55:04] 2期: おつけんき
[1:55:05] Jamesthemesser: アンインストールしよか
[1:55:05] はまオジ: 1.8GB
[1:55:06] asparagusbacon: さ、て、と
[1:55:07] ぺろキャン: さて、
[1:55:08] kuroame_0222: おつ
[1:55:10] エリハ: これがow4か
[1:55:12] びしょーーじょ: すげ
[1:55:12] ぶたすけ: さて、と
[1:55:13] Jamesthemesser: テクスチャどうなってんだよ
[1:55:13] ぴょんす713: 今日は終わり???
[1:55:13] you444c6: さてと
[1:55:17] モニョ: お疲れ様でした
[1:55:17] AyamuneEri: こういうときしかマッチングしないくらいには過疎ゲーだったのでうれしかったです
[1:55:19] バジル12: さてと
[1:55:20] 昆布畑: lolやろっか
[1:55:21] たおかん05: ふぅ
[1:55:22] はまオジ: 日課LoL
[1:55:22] やまもろこし: カジュアルに遊べるいいゲームだね
[1:55:24] matu0410: さて、
[1:55:24] asparagusbacon: というわけでね
[1:55:25] dvImwInvlgho: たすとやろ
[1:55:27] 合鴨スモークの化身: 2.2Gで軽すぎた
[1:55:27] takahashi_png: BibleThump
[1:55:29] manzu1010: あつ森か
[1:55:34] はまオジ: ニヤニヤ
[1:55:36] びりびり0810: 流石にlolか
[1:55:37] 2期: LOLだけはやめて
[1:55:39] matu0410: パク森やろや
[1:55:40] びしょーーじょ: 次はsmiteか
[1:55:40] asparagusbacon: あつ森やってくれ
[1:55:40] nagisa_kaoru123: LOLやめてねLOLやめてねLOLやめてねLOLやめてねLOLやめてね
[1:55:41] ginji0222: ら、すと
[1:55:42] you444c6: えぺか
[1:55:42] なのつん: まぁーーーー
[1:55:42] てーヘん: 安定のLOLか
[1:55:43] kamui811: 流石にか
[1:55:43] ダンデり: RUSTいいぞ
[1:55:44] issaigassai: か、さぶた
[1:55:45] たおかん05: ロルだけはやめて
[1:55:45] オ〇ンポス: とめるはいつですか？
[1:55:46] かつおぶっしー: おっけー、おつけんき
[1:55:47] takahashi_png: lolか…
[1:55:51] ぴょんす713: タルコフ
[1:55:52] matrix_025: サブスク減った？
[1:55:55] はまオジ: ジャングル以外に手をだすか？
[1:55:55] asparagusbacon: LOLです、か・・・
[1:55:57] juudaki: lolですか、また来ます
[1:55:58] やまもろこし: れろれろれろ
[1:55:58] メメちゃん: owやるか
[1:55:58] 2期: Rust
[1:56:00] matu0410: パク森みたいねん
[1:56:01] びしょーーじょ: シージ?!
[1:56:01] モニョ: Lolやめてね
[1:56:02] Jamesthemesser: 寧々丸のパイパンみるとめるの動画みよう
[1:56:03] kopi0116: owは？
[1:56:03] ぺんニキ: なんでこんなにＬＯＬ嫌いなやつがいるんだ
[1:56:04] unlucky0314: Apexもある
[1:56:04] sutereo_watch: しーじ！
[1:56:05] dvImwInvlgho: しーじやりたいんだろおまえ
[1:56:05] t2ba8a: シージ頼む
[1:56:05] なのつん: やりたいゲームいっぱいでいいね
[1:56:06] 2期: シージってなんですか？
[1:56:06] ぺろキャン: lolかシージか
[1:56:07] bgfvhbvg: シージ！？
[1:56:08] 昆布畑: シージカスタムやらないか
[1:56:09] 陣内アリス: FPS chess まじまじでたのむ
[1:56:09] びりびり0810: ヘルダイバー2は？
[1:56:09] クラッシュ兵長: 民主主義を守らないか
[1:56:11] musashi454: なんのゲームが選ばれるのか！？
[1:56:11] 猫又雅: シージやろや
[1:56:15] メー太: LOLとシージを同時にやろう
[1:56:19] 2期: LOLだけはやめてくださいよろしくお願いします。
[1:56:21] ユメオ: え？
[1:56:21] オ〇ンポス: そのまま
[1:56:22] ぺろキャン: lolおもろいど？
[1:56:24] 蕎麦つゆ: あえてOW
[1:56:25] inarikkk: えっど
[1:56:26] unlucky0314: 一旦ね
[1:56:26] 塩辛いカラスミ: 気になり過ぎる
[1:56:26] asparagusbacon: あ
[1:56:26] らあすと: 化け物みたいな動画
[1:56:27] つきはちゃ: ロルやめて
[1:56:27] gyokuro1: Enshroudedやんね
[1:56:28] たぴおかぱん: おLoLじゃん
[1:56:28] kuroame_0222: は？
[1:56:28] はまオジ: じゃあLoLやります
[1:56:29] 昆布畑: LOLだ
[1:56:29] まぐろさん_: LOLうおおお
[1:56:29] エリハ: シャンプーgifってスタンプ予定ありますか？
[1:56:30] あき_유: けんきさんさようなら
[1:56:30] てーヘん: 草
[1:56:31] 緋蜂: やったぜ
[1:56:31] ぴょんす713: lolで草
[1:56:33] kamui811: 興味を示すと
[1:56:33] naosan__: 一旦ね
[1:56:33] ダンデり: 動画家紋
[1:56:34] hageronymus: えどいなぁ
[1:56:35] matu0410: 流石にそれは見よう
[1:56:35] Jamesthemesser: https://www.youtube.com/watch?v=7YDtMWB1HnI
[1:56:36] izun_28: LoL嫌いな人多すぎやろw
[1:56:38] びしょーーじょ: 選ばれたのは､LoLでした
[1:56:39] yakinikuo29: lolなんだよね
[1:56:42] オ〇ンポス: いやな検索履歴だな
[1:56:42] sin_key_law: 私その下品なゲームやめろって言いましたよね
[1:56:43] matu0410: ゆめまる…？
[1:56:44] びりびり0810: なんだなんだ
[1:56:47] モニョ: LOL..
[1:56:55] ユメオ: 一旦精査
[1:57:00] Jamesthemesser: 一旦ね
[1:57:01] はまオジ: ｗｗｗｗｗｗｗｗｗｗ
[1:57:03] 아리7: シージがみたいです
[1:57:03] バジル12: 一旦精査か
[1:57:03] 合鴨スモークの化身: 対戦あざした
[1:57:04] ginji0222: 今lolで視聴者減るのけんきぐらいだろ
[1:57:05] バジル12: www
[1:57:07] びりびり0810: 実写
[1:57:07] hageronymus: ｗｗｗ
[1:57:08] YORKingzzz: LOLから来ました
[1:57:09] 塩辛いカラスミ: www
[1:57:10] てーヘん: www
[1:57:11] ユメオ: ｗｗｗ
[1:57:11] hainwa1017: wwww
[1:57:11] sirochacha: www
[1:57:12] びしょーーじょ: ww
[1:57:12] なのつん: kenkiMimidare kenkiMimidare kenkiMimidare kenkiMimidare
[1:57:13] ウォッチっち: ｽｩｰ
[1:57:13] 猫又雅: 草
[1:57:13] らあすと: wwwww
[1:57:14] iru923: wwww
[1:57:14] takahashi_png: NotLikeThis NotLikeThis NotLikeThis
[1:57:14] ぺろキャン: 開幕からインパクトつよ
[1:57:15] ama_pla: ww
[1:57:15] メー太: 出オチやめろ
[1:57:16] びりびり0810: wwwwww
[1:57:20] asparagusbacon: ｗｗｗｗ
[1:57:21] はまオジ: Vtuberであおぎり高校以外で見なそうな字幕
[1:57:22] naosan__: AVじゃねえか
[1:57:22] メメちゃん: 理解が追いつかない
[1:57:25] バジル12: wwwwww
[1:57:26] ユメオ: 反応で草
[1:57:27] 塩辛いカラスミ: 開幕ドライブインパクト
[1:57:29] 猫又雅: 数年前のやつか
[1:57:30] ダンデり: うおおおおお
[1:57:30] 昆布畑: wwww
[1:57:31] sin_key_law: キッチンでなにしてんのこの人たち
[1:57:32] ぺろキャン: 女の子やなぁ
[1:57:32] inarikkk: 大興奮で草なんよ
[1:57:33] らあすと: みてみてやめてね
[1:57:34] はまオジ: 開幕SA3
[1:57:35] matu0410: 見せろや
[1:57:37] かつおぶっしー: とめるのきょどりかた草
[1:57:39] びしょーーじょ: wwwww
[1:57:40] 2期: えっど
[1:57:40] 名無し333: 戻ってきたらなんだこれ
[1:57:41] 昆布畑: 終わってる
[1:57:42] てーヘん: 草
[1:57:42] Jamesthemesser: またがエロすぎる
[1:57:43] 緋蜂: 見せて見せて
[1:57:43] メー太: 終わってる
[1:57:44] たぴおかぱん: ねねまるもLoLするよね
[1:57:45] 塩辛いカラスミ: 股がエロ過ぎるw
[1:57:45] なのつん: 女子の会話可愛いな
[1:57:46] モニョ: センシティブですぞ！
[1:57:47] kuma_house: 興奮しまくりでくさ
[1:57:47] hageronymus: はしゃぎ過ぎｗｗ
[1:57:48] 猫又雅: キャッキャしてらぁ
[1:57:52] びりびり0810: なんで見せてんだよwww
[1:57:53] takahashi_png: ガン見でわろた
[1:57:53] びしょーーじょ: なんぼ言うねん
[1:57:56] t2ba8a: えっど
[1:57:57] バジル12: 見て見て見てもおかしいやろwww
[1:57:58] asparagusbacon: えｄｄｄｄっど
[1:58:00] ユメオ: これでなんで今は寧々丸の方がまともとされてんだ
[1:58:01] 名無し333: お股がえろすぎるってどういうことだよ
[1:58:01] 昆布畑: りっぴーとされる
[1:58:01] Jamesthemesser: いれにもみせろ
[1:58:01] はまオジ: どんだけ女子の股に興奮するねんこいつｗ
[1:58:03] てーヘん: 今日Tだよ
[1:58:04] issaigassai: ｗｗｗｗｗｗ
[1:58:04] ぺろキャン: wwww
[1:58:05] hageronymus: ｗｗｗｗｗ
[1:58:06] hainwa1017: wwww
[1:58:06] skma12: ｗｗｗｗｗｗｗ
[1:58:07] matu0410: 蒙古斑やろ
[1:58:08] sirochacha: wwwwww
[1:58:09] 昆布畑: ww
[1:58:09] umauma_1: wwwwww
[1:58:10] ボン太郎: 話の内容ｗ
[1:58:11] kab_e: ｗｗｗｗｗｗｗ
[1:58:12] iru923: wwwwww
[1:58:12] メー太: もうちょっと見せては草
[1:58:13] sin_key_law: 鬼も痣とかあるんや
[1:58:15] ダンデり: おいにやにやがとまんねぇぞおい
[1:58:16] ryupuni: wwww
[1:58:16] takahashi_png: Kreygasm
[1:58:17] 03てすと: こういうノリが行き過ぎて致してしまうんやろ？
[1:58:17] ユメオ: 友達に生まれつきのアザみせるな
[1:58:19] びりびり0810: wwwwwwwww
[1:58:20] hageronymus: ｗｗｗｗｗｗ
[1:58:20] 2期: ここサムネで
[1:58:20] 昆布畑: wwwwwwwwww
[1:58:20] Jamesthemesser: おれにもみせろ寧々丸
[1:58:20] びしょーーじょ: www
[1:58:21] らあすと: wwwww
[1:58:21] 名無し333: ねねまる！？！？
[1:58:21] kab_e: ｗｗｗｗｗ
[1:58:22] ぺんニキ: ｗｗｗｗｗｗ
[1:58:22] skma12: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1:58:23] バジル12: 蒙古斑www
[1:58:23] てーヘん: wwwwww
[1:58:23] ユメオ: ｗｗｗｗｗｗｗ
[1:58:24] オ〇ンポス: www
[1:58:24] ぺろキャン: なんの話してんねんww
[1:58:24] sssiiioooooo: なるほどな
[1:58:25] iru923: wwwwwwww
[1:58:26] matu0410: 終わってる
[1:58:30] t2ba8a: あ
[1:58:34] takahashi_png: アザ特定
[1:58:35] 昆布畑: ここまで終わってる会話時初めて
[1:58:36] びしょーーじょ: wwwww
[1:58:38] 塩辛いカラスミ: これが公式vの姿か...？
[1:58:41] 仲根にど: 今居眠りしてたけどえろいの聞こえてきたから目が覚めた
[1:58:42] なのつん: NotLikeThis NotLikeThis NotLikeThis
[1:58:43] ryupuni: きもっww
[1:58:43] びりびり0810: なんですかこれは
[1:58:45] ぺろキャン: お尻って言えww
[1:58:46] 緋蜂: むひょひょー
[1:58:49] 名無し333: なんだ百合か
[1:58:49] t2ba8a: おい、最後まで見せろ
[1:58:51] のむのむの: 🔥っまえ
[1:58:52] asparagusbacon: Ｖとはなんだろう
[1:58:52] びしょーーじょ: a
[1:58:53] inarikkk: まだ
[1:58:53] てーヘん: まだ、
[1:58:53] 昆布畑: 仲良かった頃....
[1:58:53] Jamesthemesser: 23年のはじめくらい
[1:58:54] ぺろキャン: あ
[1:58:54] らあすと: え
[1:58:54] torist512: あ
[1:58:54] ユメオ: しかも料理枠でする話かよ
[1:58:54] _しもん: あ
[1:58:55] 仲根にど: なんでとめるこんな興奮してんの
[1:58:55] なのつん: ま、だ
[1:58:55] kuroame_0222: あ
[1:58:56] きわむぅ: あれ
[1:58:56] matu0410: あ
[1:58:56] flag_12: 今はもう、ね
[1:58:56] ぺんニキ: あ
[1:58:56] びりびり0810: 仲良かった頃…
[1:58:56] shey1918: あ
[1:58:57] 塩辛いカラスミ: あ
[1:58:58] iru923: まだ、
[1:58:58] hageronymus: キレイなケツｗｗ
[1:58:58] はまオジ: あ
[1:58:58] メー太: これが女子の会話かぁ...
[1:58:58] ユメオ: あ
[1:58:59] takahashi_png: あ…
[1:58:59] matrix_025: まだ
[1:58:59] ウォッチっち: あ
[1:58:59] ボン太郎: あ
[1:59:00] ぷちます: BibleThump
[1:59:01] 名無し333: おっと
[1:59:02] オ〇ンポス: あう
[1:59:02] newoyag: お尻もなんや！
[1:59:02] ぴょんす713: まずい
[1:59:04] ぺんニキ: ま、だ
[1:59:05] matu0410: ビジネスケツ
[1:59:06] konishiyukinaga1558: 悲しいなぁ
[1:59:07] Jamesthemesser: 楽しかったあのころ
[1:59:07] さすらい777: あ
[1:59:08] 蕎麦つゆ: そっか、もう疎遠だもんな
[1:59:08] 昆布畑: まっずい
[1:59:11] ウォッチっち: なんか、、パンツ履いたわ
[1:59:11] 猫又雅: 別に今も仲違いしてるわけじゃないけどね...
[1:59:13] 名無し333: これ以上は追求しないよう
[1:59:13] sirochacha: 今はもう…
[1:59:16] kuroame_0222: まずいですよ
[1:59:16] ユメオ: 逆だったかもしれねェ・・・
[1:59:19] びりびり0810: ケツまで見たのに…今は…
[1:59:19] バジル12: avs前か
[1:59:21] 冨二郎ちゃおズ: かなし
[1:59:26] 仲根にど: 寧々…救ってやってくれよ…
[1:59:27] のむのむの: ちなみにとめるのケツはたれてるらしい
[1:59:29] 03てすと: とめるのYoutubeってもうとまってないの？
[1:59:35] 緋蜂: いったんパンツ履くか
[1:59:38] matu0410: lolですか…お疲れ様でした…
[1:59:39] takahashi_png: Tかあ〜
[1:59:40] 塩辛いカラスミ: 垂れてんだw
[1:59:41] ダンデり: ふーん
[1:59:41] てーヘん: 草
[1:59:41] びしょーーじょ: タレてるは草
[1:59:43] 名無し333: 垂れてるマジか
[1:59:43] ぺんニキ: ふぅ・・・頑張ったから眠くなっちゃった
[1:59:45] ダンデり: え
[1:59:46] Jamesthemesser: すご
[1:59:46] ぺろキャン: なんの情報やねん
[1:59:47] びしょーーじょ: お!?
[1:59:48] inarikkk: すっご
[1:59:48] らあすと: うおおお
[1:59:48] タダノヒヨコ: うおおおおと
[1:59:48] ぺろキャン: お
[1:59:49] 昆布畑: お
[1:59:49] びりびり0810: ぶぶぶブロンズ！？
[1:59:54] 昆布畑: うおおおおおおおおおおおおおお
[1:59:55] 名無し333: うおおおおおおおお
[1:59:55] びしょーーじょ: うおおお
[1:59:55] てーヘん: おぉぉぉ
[1:59:55] ginji0222: あの鍋になりたい
[1:59:56] financier29: うおおおおお
[1:59:57] はまオジ: ななななんと
[1:59:57] 緋蜂: うおおおおおおお
[1:59:57] Jamesthemesser: ブロンズみえたな
[1:59:57] ボン太郎: おお
[1:59:58] shtt0911: うおおおおおおお
[1:59:59] asparagusbacon: うおおおおおおお
[2:00:00] えふご: 脱出してらぁ
[2:00:00] musashi454: ナイス〜
[2:00:00] iru923: うおーーーー
[2:00:00] びりびり0810: うおおおおおおおおおおおお
[2:00:01] オ〇ンポス: うおおおお
[2:00:01] らあすと: 警部ももうすこし
[2:00:02] ぺんニキ: ひっ
[2:00:02] osyoyuyasan: アイアン１！？
[2:00:03] 猫又雅: ランクアップ？
[2:00:06] 蕎麦つゆ: 先に行かないで
[2:00:06] takahashi_png: kenkiFurifurii
[2:00:06] ぴょんす713: いいね
[2:00:11] バジル12: おぉ
[2:00:13] てーヘん: アイアン引退ですか
[2:00:13] びしょーーじょ: 次の目標
[2:00:15] 仲根にど: なんですかこのsteam strikeみたいなゲーム
[2:00:17] 03てすと: Chovyじゃないのかよ
[2:00:20] sio_choco: ブロンズ目前じゃん
[2:00:21] 抜毛: 警部に負けてるやん
[2:00:21] ginji0222: こーれ萎えました
[2:00:22] びりびり0810: wwwwww
[2:00:22] sin_key_law: 共に競い合うライバルってわけね
[2:00:22] issaigassai: ｗｗｗｗｗｗｗｗ
[2:00:23] びしょーーじょ: wwwwwwwwww
[2:00:23] 塩辛いカラスミ: www
[2:00:23] 昆布畑: wwww
[2:00:24] タダノヒヨコ: 何やってんだw
[2:00:24] らあすと: wwww
[2:00:24] オ〇ンポス: www
[2:00:25] hainwa1017: www
[2:00:25] hageronymus: ｗｗｗｗｗｗ
[2:00:25] Jamesthemesser: 「たきあって」
[2:00:25] はまオジ: ｗｗｗｗｗ
[2:00:25] メー太: ｗｗｗｗｗ
[2:00:25] ボン太郎: ｗｗｗ
[2:00:25] takahashi_png: 草
[2:00:26] who_tes: ｗｗｗｗ
[2:00:26] umauma_1: wwwwwww
[2:00:27] yuzu_natu: ｗｗｗ
[2:00:27] ユメオ: 戦友
[2:00:27] 猫又雅: wwww
[2:00:27] 緋蜂: www
[2:00:27] financier29: wwww
[2:00:28] ぺんニキ: ｗｗｗｗｗｗ
[2:00:28] ET_sub: wwwwwおもろすぎ
[2:00:29] ホワイトらいおん: ww
[2:00:29] おき太: wwww
[2:00:30] osyoyuyasan: ｗｗｗｗライバル
[2:00:32] 塩辛いカラスミ: ライバルかw
[2:00:32] ぺろキャン: ライバルかよ
[2:00:33] inarikkk: ほんまやchovyじゃねえ
[2:00:33] てーヘん: 喧嘩した仲www
[2:00:33] ウォッチっち: www
[2:00:33] MrYasu02: なんなんw
[2:00:35] flag_12: 宿敵すぎる
[2:00:35] 03てすと: 目標低くないか
[2:00:35] 猫又雅: ライバルじゃん
[2:00:35] びりびり0810: ライバルきた
[2:00:36] でぃーじーさん: wwww
[2:00:37] Jamesthemesser: 同じ穴のムジナ
[2:00:37] 昆布畑: くそすぎるw
[2:00:37] iru923: ライバルできたのねw
[2:00:37] ホワイトらいおん: 切磋琢磨してるw
[2:00:38] asparagusbacon: アイアン帯でなにやってんだこいつら
[2:00:38] ててて데데데: ｗｗ
[2:00:39] びしょーーじょ: 喧嘩するほど仲が良いってね
[2:00:40] matrix_025: www
[2:00:40] shtt0911: 親友だ
[2:00:41] 塩しゃけ定食: 好敵手ってやつね
[2:00:43] london423: 永遠のライバルw
[2:00:43] いきすぎ: ｗｗｗｗ
[2:00:43] kuma_house: ライバルw
[2:00:44] rntyry: やっぱりケンカしてるじゃないか
[2:00:44] gyokuro1: ヌクのか
[2:00:44] はまオジ: ｗｗｗｗｗｗｗｗｗ
[2:00:45] musashi454: ピンピン？ピンピン？
[2:00:45] びしょーーじょ: ww
[2:00:46] samucd16: wwww
[2:00:46] ぴょんす713: 草
[2:00:47] ぺんニキ: 配信内で見たかったｗｗｗ
[2:00:48] issaigassai: 終わってるｗ
[2:00:49] 緋蜂: いいね
[2:00:50] 塩辛いカラスミ: 終わってるw
[2:00:50] 仲根にど: ちゃんと終わってます
[2:00:51] hageronymus: カスやｗｗ
[2:00:52] dokuo_olerud: ろくな関係じゃねぇなw
[2:00:54] hainwa1017: 頑張ろう
[2:00:55] はまオジ: 草
[2:00:57] 2期: Twitterにいたあいつ？？？？
[2:00:58] 昆布畑: お前もアイアンだよ
[2:00:58] びりびり0810: カスすぎる
[2:00:58] sirochacha: 煽る気満々w
[2:01:00] Jamesthemesser: やっぱり闇のゲームなんだ
[2:01:00] ET_sub: 争いは同じレベルでしか起こらない
[2:01:01] てーヘん: ﾋﾟﾝﾋﾟﾝ「？？？」
[2:01:02] london423: 健全なlolだw
[2:01:03] konishiyukinaga1558: めっちゃ効いたんやなｗ
[2:01:04] 03てすと: ｗｗｗｗｗ
[2:01:06] 蕎麦つゆ: 終わりの始まり
[2:01:07] はまオジ: LoL向いてるね
[2:01:07] ててて데데데: LOLしてんねえ
[2:01:08] 合鴨スモークの化身: 現状あっちが正しいと
[2:01:08] びしょーーじょ: kenkiGanba kenkiGanba kenkiGanba
[2:01:10] asparagusbacon: でもＬＯＬなんだよな・・・
[2:01:11] ユメオ: しょうもなくて良いな
[2:01:11] 猫又雅: 抜いた後抜かれて欲しい...
[2:01:13] kokoa1238: 俺の汚いケツを追っかけてこいや
[2:01:15] みわ5: いい目標だ
[2:01:15] 03てすと: まぁ目標があるというのは良い事じゃないですかね・・・
[2:01:17] shtt0911: ここだけ１５年前のネトゲ
[2:01:17] iru923: これがLOL
[2:01:20] メー太: それもまたモチベーションだね
[2:01:21] ぺろキャン: 警部はまだけんきの上か
[2:01:28] 凧メン: オンゲしてていいなｗ
[2:01:29] 昆布畑: やってることがしょーもねぇww
[2:01:30] osyoyuyasan: そこではまだあなたもアイアンですよ
[2:01:30] 塩辛いカラスミ: その位置やとけんきもまだアイアンやんけw
[2:01:30] asparagusbacon: 昔のＭＭＯＲＰＧでよくある光景
[2:01:32] てーヘん: 近い目標良き
[2:01:32] 2期: かずおTVってUUUMの？
[2:01:37] Jamesthemesser: 206でアイアンの時点でおわりです
[2:01:40] ててて데데데: 206れべだよ
[2:01:44] 熱斗矢メロ: スト6よりやる気目標あるじゃん
[2:01:45] ホワイトらいおん: モチベw
[2:01:48] ET_sub: ダサくて泥臭いがとても良いモチベだ
[2:01:55] 猫又雅: ほな抜けるか
[2:01:55] てーヘん: センスなさすぎんか
[2:01:55] 仲根にど: 早く俺のところまで上がってこいよ、って言ってやれ
[2:02:00] Jamesthemesser: 赤点じゃないなら勝ちみたいなレベル
[2:02:02] びりびり0810: お↑れ↓
[2:02:03] naosan__: 追いつかれないくらいに十分抜いたあとにおくるべ
[2:02:09] sio_choco: 二人でチャレまでいこう
